Generating SQLite file connect_four_alphazero_fused_cuda_graph_profile_node.sqlite from connect_four_alphazero_fused_cuda_graph_profile_node.nsys-rep
Processing [connect_four_alphazero_fused_cuda_graph_profile_node.sqlite] with [/opt/nvidia/nsight-compute/2025.3.1/host/target-linux-x64/reports/cuda_gpu_kern_sum.py]... 

 ** CUDA GPU Kernel Summary (cuda_gpu_kern_sum):

 Time (%)  Total Time (ns)  Instances  Avg (ns)  Med (ns)  Min (ns)  Max (ns)  StdDev (ns)                                                  Name                                                
      0.0          5854240       6150     951.9     960.0       928      1120         15.1  mojo_rl_nn_model_dropout_Dro6A6A6A6A6A6A6A6A_abdc6d5ee19bc9d2                                       
      0.0          5738657       2508    2288.1    2304.0      2080      2688         76.7  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_02a66566d377aa93                                          
      0.0          5343363       1140    4687.2    4704.0      4192      5472        289.3  mojo_rl_nn_model_conv2d_bn_re6A6A6A6A6A6A_62166a0eaf84d85e                                          
      0.0          5242082       6150     852.4     864.0       832       992         17.7  mojo_rl_nn_autodiff_combinato6A6A6A6A6A6A_c51c515e9138b3d9                                          
      0.0          5066016       6150     823.7     832.0       800       864         14.0  mojo_rl_nn_model_dropout_Dro6A6A6A6A6A6A6A6A_31bf675624ed8824                                       
      0.0          4912799       6150     798.8     800.0       767       928         15.7  mojo_rl_nn_autodiff_combinato6A6A6A6A6A6A_03f383a4255ebb33                                          
      0.0          4750557       6150     772.4     768.0       736       832         13.1  mojo_rl_nn_autodiff_fused_ma6A6A6A6A6A6A6A6A_35357823bbe4f438                                       
      0.0          4638592        725    6398.1    6592.0      5088      7904        633.3  mojo_rl_nn_model_conv2d_bn_re6A6A6A6A6A6A_ad4f9377a375a028                                          
      0.0          4564225        145   31477.4   31456.0     30944     32289        247.5  mojo_rl_nn_optimizer_adamw_A6A6A6A6A6A6A6A6A_03109a491c91b1a5                                       
      0.0          4257024        145   29358.8   29344.0     28832     29920        259.9  mojo_rl_deep_agents_alphazero6A6A6A6A6A_6e39975ae1c35800                                            
      0.0          3884256        228   17036.2   17024.0     16704     17440        140.9  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_c2f2ca8340a25af1                                          
      0.0          3502497       1595    2195.9    2176.0      2144      2336         24.3  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_7aa1c0600262f971                                          
      0.0          2776897       1450    1915.1    1920.0      1600      2464        165.3  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_50ea99cec70861fe                                          
      0.0          2253249        145   15539.6   15520.0     15296     16032         86.2  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_5a5a73a0f7bbaf06                                          
      0.0          2195521       1595    1376.5    1376.0      1312      1696         32.0  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_41743db2aa74b933                                          
      0.0          1721537       1450    1187.3    1184.0      1120      1408         38.9  std_algorithm_backend_gpu_el6A6A6A6A6A6A6A6A_68cb13802c28e8f7                                       
      0.0          1275359         82   15553.2   15664.0     12448     16512        690.2  mojo_rl_envs_board_games_conn6A6A6A6A6A6A_f7b9332941c65da9                                          
      0.0          1151905        145    7944.2    7936.0      7648      8064         58.9  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_cf23ae01556dfbdd                                          
      0.0          1102528        145    7603.6    7584.0      7008      8672        285.3  mojo_rl_nn_model_conv2d_bn_re6A6A6A6A6A6A_43ae64288920cf11                                          
      0.0          1032608        145    7121.4    7104.0      7072      7232         27.4  linalg_matmul_gpu__multistage6A6A6A6A6A6A_80ae4d16772b1995                                          
      0.0           976672        725    1347.1    1344.0      1312      1472         20.4  mojo_rl_nn_model_resblock_con6A6A6A6A6A6A_f91c18bb3e6c14e9                                          
      0.0           812608         83    9790.5    9760.0      9568     10144        112.2  mojo_rl_deep_agents_muzero_gp6A6A6A6A6A6A_228683c439ae1f85                                          
      0.0           727520        228    3190.9    3104.0      3072      3520        120.0  void cutlass::Kernel2<cutlass_80_simt_sgemm_128x32_8x5_tn_align1>(T1::Params)                       
      0.0           653953        145    4510.0    4480.0      4384      4736        100.0  mojo_rl_nn_model_conv2d_bn_re6A6A6A6A6A6A_97f788716ebd09db                                          
      0.0           524128        145    3614.7    3616.0      3584      3648         15.5  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_196af1d103f98c4f                                          
      0.0           500896        145    3454.5    3456.0      3360      3584         48.5  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_a973b008c6d8f474                                          
      0.0           423712        145    2922.2    2912.0      2848      3008         32.4  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_b486377389415766                                          
      0.0           409728         82    4996.7    4992.0      4672      5472        208.2  mojo_rl_deep_agents_core_kern6A6A6A6A6A6A_475156135f6682fb                                          
      0.0           379680        145    2618.5    2624.0      2336      2912         82.8  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_83751331130dc269                                          
      0.0           379072         83    4567.1    4576.0      4512      4800         41.6  mojo_rl_nn_model_conv2d_bn_re6A6A6A6A6A6A_fa276c47fc2d9b2a                                          
      0.0           363231        456     796.6     800.0       736       960         29.5  mojo_rl_nn_autodiff_fused_ma6A6A6A6A6A6A6A6A_ff9d224d1dedeb15                                       
      0.0           341664         83    4116.4    4128.0      4096      4160         16.3  mojo_rl_envs_board_games_conn6A6A6A6A6A6A_90b57dcc702ce0bd                                          
      0.0           337920        145    2330.5    2336.0      2304      2368         13.3  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_ebc1f4e2c7cc1706                                          
      0.0           334176        228    1465.7    1472.0      1440      1568         20.4  std_algorithm_backend_gpu_el6A6A6A6A6A6A6A6A_cb7f7c21fb1a853d                                       
      0.0           315584        145    2176.4    2144.0      2112      2432         56.6  mojo_rl_deep_agents_alphazero6A6A6A6A6A_884b2acac4550dd7                                            
      0.0           308512        228    1353.1    1344.0      1312      1472         17.8  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_c7cdf2271db87a32                                          
      0.0           306112        228    1342.6    1344.0      1312      1536         40.0  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_8db15597b88a50c1                                          
      0.0           300416        145    2071.8    2080.0      2016      2208         28.9  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_10602939694b866c                                          
      0.0           295552         82    3604.3    3552.0      3072      3968        141.5  mojo_rl_deep_agents_muzero_gp6A6A6A6A6A6A_0a9317a0cc0c86e8                                          
      0.0           287073         83    3458.7    3456.0      3424      3488         13.4  mojo_rl_deep_agents_muzero_gp6A6A6A6A6A6A_aaf1f31cb1ff2f0c                                          
      0.0           244544        145    1686.5    1696.0      1664      1760         19.3  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_9de7ed26e2cfce2b                                          
      0.0           234560        145    1617.7    1632.0      1600      1664         16.4  mojo_rl_nn_autodiff_fused_ma6A6A6A6A6A6A6A6A_06c3f1d4124fcded                                       
      0.0           228224         83    2749.7    2816.0      2176      3264        249.4  mojo_rl_deep_agents_muzero_gp6A6A6A6A6A6A_63b9e6142e2546d6                                          
      0.0           228064        228    1000.3     992.0       960      1248         28.9  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_34afac8e88a1e8d4                                          
      0.0           225632        145    1556.1    1568.0      1536      1632         17.3  mojo_rl_nn_autodiff_fused_ma6A6A6A6A6A6A6A6A_a232575e7f7a26ee                                       
      0.0           220256        145    1519.0    1504.0      1472      1536         16.9  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_4dd5d6731e4bcd12                                          
      0.0           214752        228     941.9     928.0       896      1088         33.0  mojo_rl_nn_autodiff_fused_ma6A6A6A6A6A6A6A6A_ccb4bd1512d15ca6                                       
      0.0           198048        145    1365.8    1376.0      1344      1472         20.2  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_342e3682509568c7                                          
      0.0           193504        145    1334.5    1344.0      1312      1376         16.1  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_0a93a1339452beb1                                          
      0.0           191456        145    1320.4    1312.0      1312      1376         14.6  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_f94d7b1f4153f801                                          
      0.0           188992        145    1303.4    1312.0      1280      1312         14.2  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_3ae8ff53d4642c17                                          
      0.0           188000        145    1296.6    1280.0      1216      1632         66.9  mojo_rl_nn_model_conv2d_bn_re6A6A6A6A6A6A_b1c93a83146d6f47                                          
      0.0           186496        145    1286.2    1280.0      1248      1312         13.2  mojo_rl_nn_autodiff_fused_ma6A6A6A6A6A6A6A6A_b124da94f2faa7b9                                       
      0.0           179264        228     786.2     800.0       768       832         16.2  mojo_rl_nn_autodiff_fused_ma6A6A6A6A6A6A6A6A_e3f89a0d6aba235c                                       
      0.0           178272        145    1229.5    1216.0       992      1504         79.1  mojo_rl_deep_agents_core_kern6A6A6A6A6A6A_40cf5066ef99c887                                          
      0.0           177824        145    1226.4    1216.0      1216      1312         16.4  mojo_rl_nn_autodiff_fused_ma6A6A6A6A6A6A6A6A_61f2cb46ce5f4bf6                                       
      0.0           167424        145    1154.6    1152.0      1088      1408         44.9  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_abf2e7a8db999df8                                          
      0.0           163136        145    1125.1    1088.0      1056      1408         80.3  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_38e19ca637bd52e6                                          
      0.0           161408        145    1113.2    1120.0       896      1344         80.5  mojo_rl_deep_agents_core_kern6A6A6A6A6A6A_5926daca3d38d6fd                                          
      0.0           156864         83    1889.9    1888.0      1856      1952         16.8  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_0d9dfec1b841673e                                          
      0.0           147296        145    1015.8    1024.0       960      1248         38.8  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_2af543d916c6a597                                          
      0.0           143776        145     991.6     992.0       960      1088         16.4  mojo_rl_nn_autodiff_fused_ma6A6A6A6A6A6A6A6A_9abad9ac1d005968                                       
      0.0           143040        145     986.5     992.0       960      1056         17.4  mojo_rl_nn_autodiff_fused_ma6A6A6A6A6A6A6A6A_387a9bcecc0790fd                                       
      0.0           135648         83    1634.3    1632.0      1600      1760         16.4  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_f970a3cde67ab318                                          
      0.0           120352        145     830.0     832.0       800       960         14.2  mojo_rl_nn_model_dropout_Dro6A6A6A6A6A6A6A6A_1c4e5d4f68d5a340                                       
      0.0           119360        145     823.2     832.0       800       896         16.2  mojo_rl_nn_model_dropout_Dro6A6A6A6A6A6A6A6A_8c7acaed93429a27                                       
      0.0           118592        145     817.9     832.0       800       896         18.8  mojo_rl_nn_model_dropout_Dro6A6A6A6A6A6A6A6A_0ca85ffa415e9840                                       
      0.0           118176        145     815.0     800.0       800       960         35.2  mojo_rl_nn_model_conv2d_bn_re6A6A6A6A6A6A_25ac8932f8bdf4d8                                          
      0.0           116992        145     806.8     800.0       800       832         13.2  mojo_rl_nn_model_dropout_Dro6A6A6A6A6A6A6A6A_95c97c0d9f0542fe                                       
      0.0           116096        145     800.7     768.0       736      1344         80.0  mojo_rl_nn_autodiff_combinato6A6A6A6A6A6A_70ed1ca30c6b62df                                          
      0.0           115712        145     798.0     800.0       768       832         12.1  mojo_rl_nn_autodiff_combinato6A6A6A6A6A6A_39899aeabc769215                                          
      0.0           115488        145     796.5     800.0       768       832         12.6  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_2e70fe1085e4dd46                                          
      0.0           114016        145     786.3     800.0       768       896         18.8  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_f7bd7d8a8deaa567                                          
      0.0           111584        145     769.5     768.0       736      1664         82.7  mojo_rl_nn_autodiff_combinato6A6A6A6A6A6A_b9d3a77344bb9a91                                          
      0.0           110400        145     761.4     768.0       736       864         17.6  mojo_rl_nn_autodiff_combinato6A6A6A6A6A6A_b2cda42020ced95c                                          
      0.0           108960        145     751.4     736.0       736       832         17.3  mojo_rl_nn_autodiff_combinato6A6A6A6A6A6A_a8515bfa39caab74                                          
      0.0            95296         83    1148.1    1152.0      1088      1312         26.6  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_d53473fa7b4b43b6                                          
      0.0            82976         83     999.7     992.0       960      1184         39.9  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_5ab34d1496acb7be                                          
      0.0            82816         82    1010.0     992.0       960      1280         47.5  mojo_rl_deep_agents_core_kern6A6A6A6A6A6A_34fa3a42c2713346                                          
      0.0            74752         82     911.6     928.0       768       992         51.8  mojo_rl_envs_board_games_conn6A6A6A6A6A6A_0c28147f1fc1d9c8                                          
      0.0            68416         83     824.3     832.0       800       832         13.8  mojo_rl_nn_model_dropout_Dro6A6A6A6A6A6A6A6A_f4bc38858a58a3e1                                       
      0.0            66815         83     805.0     800.0       799       864         12.7  mojo_rl_nn_model_dropout_Dro6A6A6A6A6A6A6A6A_6b1f8d7081863672                                       
      0.0            65568         83     790.0     800.0       768       832         15.7  mojo_rl_nn_autodiff_combinato6A6A6A6A6A6A_c6871aee9c22419e                                          
      0.0            65216         83     785.7     800.0       768       800         16.0  mojo_rl_nn_autodiff_combinato6A6A6A6A6A6A_2b80170e0f0b8ef4                                          
      0.0            64384         82     785.2     800.0       768       832         16.8  mojo_rl_deep_agents_core_kern6A6A6A6A6A6A_4047890978038c20                                          
      0.0             1824          1    1824.0    1824.0      1824      1824          0.0  mojo_rl_envs_board_games_conn6A6A6A6A6A6A_93f19c2d15feade1                                          

Processing [connect_four_alphazero_fused_cuda_graph_profile_node.sqlite] with [/opt/nvidia/nsight-compute/2025.3.1/host/target-linux-x64/reports/cuda_api_sum.py]... 

 ** CUDA API Summary (cuda_api_sum):

 Time (%)  Total Time (ns)  Num Calls   Avg (ns)     Med (ns)    Min (ns)   Max (ns)   StdDev (ns)                   Name                  
 --------  ---------------  ---------  -----------  -----------  ---------  ---------  -----------  ---------------------------------------
     93.9      19501898291        269   72497763.2       6930.0        670  506063124  107487768.8  cuStreamSynchronize                    
      3.2        661276324       6593     100299.8      62630.0      55979    5817312     285296.0  cuGraphLaunch                          
      1.3        273038317          1  273038317.0  273038317.0  273038317  273038317          0.0  cuMemAllocHost_v2                      
      1.1        226521474        118    1919673.5      21735.0      15651  219459789   20198310.9  cuModuleLoadDataEx                     
      0.3         58815223          5   11763044.6   13533589.0    3471989   15813993    4811091.5  cuLibraryLoadData                      
      0.1         23290757       7056       3300.8       2920.0       1120      48799       1764.0  cuLaunchKernelEx                       
      0.0          8897852        182      48889.3       1020.0        460    7137849     540226.0  cuKernelGetFunction                    
      0.0          7414779          3    2471593.0       7940.0       3011    7403828    4271441.5  cudaMallocAsync_v11020                 
      0.0          5701675         92      61974.7       4990.0       2620    5220434     543718.0  cudaLaunchKernelExC_v11060             
      0.0          2250437        518       4344.5       3390.0       2150      21860       2513.6  cuMemcpyDtoHAsync_v2                   
      0.0          1830986        445       4114.6       3070.0       1060      40620       2755.0  cuMemsetD32Async                       
      0.0          1454155          2     727077.5     727077.5     268459    1185696     648584.5  cuLibraryUnload                        
      0.0          1439456          3     479818.7     344889.0     210280     884287     356687.4  cuMemAlloc_v2                          
      0.0          1052036          2     526018.0     526018.0     353449     698587     244049.4  cuGraphInstantiate                     
      0.0           980244       1509        649.6        520.0        371       7020        376.7  cuEventQuery                           
      0.0           894548        182       4915.1       4515.0       1680      25920       1878.2  cuLaunchKernel                         
      0.0           728641       6661        109.4        100.0         69       5920        127.0  cuStreamIsCapturing                    
      0.0           243658          3      81219.3     110970.0       2869     129819      68504.8  cudaMalloc                             
      0.0           163856        880        186.2        151.0         80       2010        111.8  cuGetProcAddress_v2                    
      0.0           160664         93       1727.6       1360.0        510       4360        911.1  cuEventRecord                          
      0.0           158719          3      52906.3      49660.0      32649      76410      22060.4  cuMemGetInfo_v2                        
      0.0           158409          3      52803.0      14310.0      11529     132570      69094.2  cuStreamCreate                         
      0.0           128759         12      10729.9       6720.0       2270      28550       9213.4  cuMemcpyHtoDAsync_v2                   
      0.0           126510         89       1421.5       1290.0        980       4610        462.8  cudaEventRecord                        
      0.0            52804        453        116.6         89.0         69        600         65.6  cuStreamGetCaptureInfo_v2              
      0.0            27780          7       3968.6       1740.0        510       8480       3711.6  cuLibraryGetKernel                     
      0.0            24380          1      24380.0      24380.0      24380      24380          0.0  cudaFree                               
      0.0             9771         18        542.8        390.0        320       2500        514.1  cudaEventCreateWithFlags               
      0.0             8819          3       2939.7       2790.0       2300       3729        726.2  cudaFreeAsync_v11020                   
      0.0             7229          2       3614.5       3614.5       1980       5249       2311.5  cuStreamEndCapture                     
      0.0             6722          4       1680.5       1340.0       1071       2971        873.5  cuInit                                 
      0.0             4390          2       2195.0       2195.0       2150       2240         63.6  cudaEventQuery                         
      0.0             2350          2       1175.0       1175.0       1020       1330        219.2  cuStreamBeginCapture                   
      0.0             1180          3        393.3        340.0        330        510        101.2  cudaGetDriverEntryPointByVersion_v12050
      0.0             1130          2        565.0        565.0        470        660        134.4  cuGraphGetNodes                        
      0.0             1080          1       1080.0       1080.0       1080       1080          0.0  cuCtxSetCurrent                        
      0.0              909          1        909.0        909.0        909        909          0.0  cuEventCreate                          
      0.0              320          2        160.0        160.0        120        200         56.6  cuModuleGetLoadingMode                 

