Generating SQLite file connect_four_alphazero_fused_cuda_graph_profile_node.sqlite from connect_four_alphazero_fused_cuda_graph_profile_node.nsys-rep
Processing [connect_four_alphazero_fused_cuda_graph_profile_node.sqlite] with [/opt/nvidia/nsight-compute/2025.4.1/host/target-linux-x64/reports/cuda_gpu_kern_sum.py]... 

 ** CUDA GPU Kernel Summary (cuda_gpu_kern_sum):

 Time (%)  Total Time (ns)  Instances  Avg (ns)  Med (ns)  Min (ns)  Max (ns)  StdDev (ns)                                                  Name                                                
      0.0          9765576       8072    1209.8    1184.0      1088      1920        130.9  void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)0, floa…
      0.0          9586291        558   17179.7   17184.0     16736     17664        156.2  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_914f62bb072f2327                                          
      0.0          8864468       4640    1910.4    1920.0      1600      2400        145.0  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_3bd293a60c2ccb60                                          
      0.0          8740970       7050    1239.9    1248.0      1184      1408         27.0  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_bfee2e3abc0f39dc                                          
      0.0          7214221        464   15547.9   15520.0     15328     16064         95.8  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_6df45e18454bde9d                                          
      0.0          7009931       5104    1373.4    1376.0      1312      1536         29.1  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_e7c8d8ee46ed3067                                          
      0.0          6893161       7050     977.8     992.0       896      1152         22.4  mojo_rl_nn_autodiff_fused_ma6A6A6A6A6A6A6A6A_1da01752f9eb3368                                       
      0.0          6621639       7050     939.2     928.0       896      1088         15.8  mojo_rl_nn_model_dropout_Dro6A6A6A6A6A6A6A6A_d5dbfdb095efa7e4                                       
      0.0          5926410       7050     840.6     832.0       800       960         14.6  mojo_rl_nn_autodiff_combinato6A6A6A6A6A6A_ee39d518a91cdadf                                          
      0.0          5747650       7050     815.3     800.0       800       896         16.0  mojo_rl_nn_model_dropout_Dro6A6A6A6A6A6A6A6A_3d6b9d3652512dc4                                       
      0.0          5612225       7050     796.1     800.0       768       896         16.1  mojo_rl_nn_autodiff_combinato6A6A6A6A6A6A_49e1d8e83c81db0f                                          
      0.0          5470219       4640    1178.9    1184.0      1120      1440         24.7  std_algorithm_backend_gpu_el6A6A6A6A6A6A6A6A_2826667d3940922e                                       
      0.0          5390115       7050     764.6     768.0       736       960         11.8  mojo_rl_nn_autodiff_fused_ma6A6A6A6A6A6A6A6A_6afe34ec4f1eb628                                       
      0.0          3689540        464    7951.6    7936.0      7648      8128         57.2  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_fb2bbc866ee294a1                                          
      0.0          3602982        464    7765.0    7744.0      7104      8672        303.1  mojo_rl_nn_model_conv2d_bn_re6A6A6A6A6A6A_07c1344178a9acef                                          
      0.0          3330916        464    7178.7    7168.0      7104      7328         31.4  linalg_matmul_gpu__multistage6A6A6A6A6A6A_4267694146234752                                          
      0.0          3147369       2320    1356.6    1344.0      1312      1504         21.9  mojo_rl_nn_model_resblock_con6A6A6A6A6A6A_2cb4e99d413b1baf                                          
      0.0          2196008        464    4732.8    4704.0      4608      5056         66.2  mojo_rl_nn_model_conv2d_bn_re6A6A6A6A6A6A_e01363c150a3e680                                          
      0.0          1871269        558    3353.5    3360.0      3072      3712         40.6  void cutlass::Kernel2<cutlass_80_simt_sgemm_128x32_8x5_tn_align1>(T1::Params)                       
      0.0          1696289        464    3655.8    3648.0      3616      3712         17.7  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_b3ccce96e5fded21                                          
      0.0          1601602        464    3451.7    3456.0      3296      3616         53.1  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_49dde17528ff3c57                                          
      0.0          1478465         94   15728.4   15840.0     12416     16928        732.2  mojo_rl_envs_board_games_conn6A6A6A6A6A6A_1ae297e242d60109                                          
      0.0          1361152        464    2933.5    2944.0      2848      3104         35.1  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_a11eb93efe5d5fbd                                          
      0.0          1220545        464    2630.5    2624.0      2400      2976         69.4  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_ad5e831fa1d58b85                                          
      0.0          1082210        464    2332.3    2336.0      2304      2432         14.5  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_d98e796f3df31bb0                                          
      0.0          1008896        464    2174.3    2176.0      2080      2336         30.4  mojo_rl_deep_agents_alphazero6A6A6A6A6A_37f90d012e457882                                            
      0.0           971554        464    2093.9    2080.0      2016      2400         36.4  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_81af32c088e59629                                          
      0.0           929505         94    9888.4    9888.0      9632     10272        124.1  mojo_rl_deep_agents_muzero_gp6A6A6A6A6A6A_395bf7aea7670299                                          
      0.0           873505       1116     782.7     768.0       736       960         32.1  mojo_rl_nn_autodiff_fused_ma6A6A6A6A6A6A6A6A_a98740954773fb8a                                       
      0.0           783204        464    1687.9    1696.0      1664      1793         19.9  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_fcfd8c5d04504c54                                          
      0.0           759040        464    1635.9    1632.0      1600      1664         14.7  mojo_rl_nn_autodiff_fused_ma6A6A6A6A6A6A6A6A_264ddf80b590eb93                                       
      0.0           750081        558    1344.2    1344.0      1312      1504         17.0  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_f7c8754b6b6a03c5                                          
      0.0           726880        464    1566.6    1568.0      1536      1696         15.9  mojo_rl_nn_autodiff_fused_ma6A6A6A6A6A6A6A6A_d9e8a95e410792c0                                       
      0.0           706753        464    1523.2    1536.0      1472      1664         18.2  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_7f0503254eda7a62                                          
      0.0           629312        464    1356.3    1344.0      1312      1472         19.1  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_a54bd03c2b2c66d9                                          
      0.0           622784        464    1342.2    1344.0      1312      1472         15.4  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_fb34b328d59e5e46                                          
      0.0           619681        558    1110.5    1152.0       928      1216         71.4  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_7bb91b20dc860ecc                                          
      0.0           617345        464    1330.5    1312.0      1312      1440         30.0  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_da288898af458163                                          
      0.0           607426        464    1309.1    1312.0      1280      1408         14.6  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_a43f0094972da097                                          
      0.0           602017        464    1297.5    1312.0      1280      1408         18.8  mojo_rl_nn_autodiff_fused_ma6A6A6A6A6A6A6A6A_81a401c620534e13                                       
      0.0           601376        464    1296.1    1280.0      1184      1632         75.3  mojo_rl_nn_model_conv2d_bn_re6A6A6A6A6A6A_1523f68b93a9dfcf                                          
      0.0           575520        464    1240.3    1248.0      1216      1312         15.6  mojo_rl_nn_autodiff_fused_ma6A6A6A6A6A6A6A6A_3d07bbd9edeb5c4f                                       
      0.0           544993        464    1174.6    1184.0      1120      1344         35.6  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_1c305413e241a17c                                          
      0.0           526528        558     943.6     928.0       864      1088         34.8  mojo_rl_nn_autodiff_fused_ma6A6A6A6A6A6A6A6A_e0dcd3b109d545d0                                       
      0.0           513538        464    1106.8    1088.0      1056      1408         73.4  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_b8e975e5350b73ea                                          
      0.0           479840        464    1034.1    1024.0       960      1216         50.5  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_aa86895d3eab7ff0                                          
      0.0           461312        464     994.2     992.0       960      1056         14.9  mojo_rl_nn_autodiff_fused_ma6A6A6A6A6A6A6A6A_c569c286e6787921                                       
      0.0           460960         94    4903.8    4912.0      4544      5536        203.1  mojo_rl_deep_agents_core_kern6A6A6A6A6A6A_ab9055adf70f275f                                          
      0.0           454144        464     978.8     992.0       960      1088         17.8  mojo_rl_nn_autodiff_fused_ma6A6A6A6A6A6A6A6A_7196ac20bfb0e88a                                       
      0.0           452864        464     976.0     992.0       800      1120         65.7  mojo_rl_nn_model_conv2d_bn_re6A6A6A6A6A6A_a75f037c2b85ec04                                          
      0.0           433089        558     776.1     768.0       736       832         15.8  mojo_rl_nn_autodiff_fused_ma6A6A6A6A6A6A6A6A_f23fd0a38374fe8e                                       
      0.0           422752         94    4497.4    4448.0      4256      4800        135.9  mojo_rl_nn_model_conv2d_bn_re6A6A6A6A6A6A_cfd6484943612f8f                                          
      0.0           389760         95    4102.7    4096.0      4064      4192         25.1  mojo_rl_envs_board_games_conn6A6A6A6A6A6A_fe40fd589093b587                                          
      0.0           382688        464     824.8     832.0       800       864         13.6  mojo_rl_nn_model_dropout_Dro6A6A6A6A6A6A6A6A_93cb80ba0d50bec9                                       
      0.0           377825        464     814.3     800.0       800       832         15.9  mojo_rl_nn_model_dropout_Dro6A6A6A6A6A6A6A6A_cafd654d8925292b                                       
      0.0           376000        464     810.3     800.0       736      1344         80.3  mojo_rl_nn_autodiff_combinato6A6A6A6A6A6A_152ddb6580a0dd28                                          
      0.0           374465        464     807.0     800.0       768       832         13.4  mojo_rl_nn_model_dropout_Dro6A6A6A6A6A6A6A6A_2c6df3b4e440c347                                       
      0.0           374304        464     806.7     800.0       768       992         19.0  mojo_rl_nn_model_dropout_Dro6A6A6A6A6A6A6A6A_a6d6576c8d0ffdfa                                       
      0.0           373730        464     805.5     800.0       768       864         13.1  mojo_rl_nn_autodiff_combinato6A6A6A6A6A6A_3be18926822068b4                                          
      0.0           368898        464     795.0     800.0       768       832         13.4  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_3b17a3c7b33e2f30                                          
      0.0           365472        464     787.7     800.0       768       800         15.6  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_de506857e98991d2                                          
      0.0           357120        464     769.7     768.0       736       800          8.2  mojo_rl_nn_autodiff_combinato6A6A6A6A6A6A_5230280ad682a397                                          
      0.0           356833        464     769.0     768.0       736       896         16.9  mojo_rl_nn_autodiff_combinato6A6A6A6A6A6A_1199a55d3d44cc7b                                          
      0.0           348416        464     750.9     736.0       736       960         20.0  mojo_rl_nn_autodiff_combinato6A6A6A6A6A6A_57dcb35214b08f4f                                          
      0.0           334272         94    3556.1    3520.0      3104      3904        120.0  mojo_rl_deep_agents_muzero_gp6A6A6A6A6A6A_c8f22385d4e3dbfa                                          
      0.0           330880         94    3520.0    3520.0      3488      3712         32.2  mojo_rl_deep_agents_muzero_gp6A6A6A6A6A6A_b72798854c9f0903                                          
      0.0           262272         94    2790.1    2864.0      2176      3136        249.7  mojo_rl_deep_agents_muzero_gp6A6A6A6A6A6A_4c20f3a80f2d0ae7                                          
      0.0           177888         94    1892.4    1888.0      1824      1952         20.2  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_4eb78940d2c93fe0                                          
      0.0           154304         94    1641.5    1632.0      1600      1760         25.2  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_ab2b7aaedcbef1c9                                          
      0.0           107776         94    1146.6    1152.0      1120      1344         35.9  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_809bd5622677b24f                                          
      0.0            93920         94     999.1     992.0       960      1152         27.4  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_c7ba14f50aa6811d                                          
      0.0            92513         94     984.2     960.0       928      1248         54.5  mojo_rl_deep_agents_core_kern6A6A6A6A6A6A_8ceadfeba57acc9f                                          
      0.0            87072         94     926.3     928.0       768      1024         58.7  mojo_rl_envs_board_games_conn6A6A6A6A6A6A_853a5375a1e103ee                                          
      0.0            76928         94     818.4     832.0       768       864         17.2  mojo_rl_nn_model_dropout_Dro6A6A6A6A6A6A6A6A_547f242d23e5a809                                       
      0.0            76736         94     816.3     832.0       768       864         19.2  mojo_rl_nn_model_dropout_Dro6A6A6A6A6A6A6A6A_ddba6f9e9115eba6                                       
      0.0            75168         94     799.7     800.0       768       832         17.9  mojo_rl_deep_agents_core_kern6A6A6A6A6A6A_af7a5382f57f4dbd                                          
      0.0            73824         94     785.4     800.0       736       832         18.6  mojo_rl_nn_autodiff_combinato6A6A6A6A6A6A_09d71319e21fdbe7                                          
      0.0            73120         94     777.9     768.0       736       992         27.8  mojo_rl_nn_autodiff_combinato6A6A6A6A6A6A_20eddf8b7b361a4f                                          
      0.0             1792          1    1792.0    1792.0      1792      1792          0.0  mojo_rl_envs_board_games_conn6A6A6A6A6A6A_d89de0c9cad1b040                                          

Processing [connect_four_alphazero_fused_cuda_graph_profile_node.sqlite] with [/opt/nvidia/nsight-compute/2025.4.1/host/target-linux-x64/reports/cuda_api_sum.py]... 

 ** CUDA API Summary (cuda_api_sum):

 Time (%)  Total Time (ns)  Num Calls   Avg (ns)     Med (ns)    Min (ns)   Max (ns)   StdDev (ns)                   Name                  
 --------  ---------------  ---------  -----------  -----------  ---------  ---------  -----------  ---------------------------------------
     92.8      23064526354        296   77920697.1       4400.0        690  250257701  113744640.8  cuStreamSynchronize                    
      5.3       1312355256       7512     174701.2      73361.0      67431    6625314     469920.3  cuGraphLaunch                          
      1.0        249845026        111    2250856.1      30681.0      21170  240499842   22820211.5  cuModuleLoadDataEx                     
      0.5        119299169          1  119299169.0  119299169.0  119299169  119299169          0.0  cuMemAllocHost_v2                      
      0.2         41540067          5    8308013.4    9435113.0    1697459   11297755    3782438.8  cuLibraryLoadData                      
      0.1         33695340       7468       4512.0       4070.0       1310      63241       2281.2  cuLaunchKernelEx                       
      0.0          6961188        198      35157.5        844.5        520    5653478     408585.9  cuKernelGetFunction                    
      0.0          6301278       1402       4494.5       3771.0       3209      45381       2999.9  cuMemcpyHtoDAsync_v2                   
      0.0          5611378          3    1870459.3      10951.0       3070    5597357    3227590.5  cudaMallocAsync_v11020                 
      0.0          4610897        100      46109.0       5790.0       2510    3978618     397227.0  cudaLaunchKernelExC_v11060             
      0.0          4228353          2    2114176.5    2114176.5     468528    3759825    2327298.4  cuLibraryUnload                        
      0.0          3197817        572       5590.6       4569.5       3280      31770       2760.4  cuMemcpyDtoHAsync_v2                   
      0.0          2596415        485       5353.4       4220.0       1100      63112       3514.1  cuMemsetD32Async                       
      0.0          1687135       9845        171.4        170.0        130       3450         62.2  cuStreamIsCapturing                    
      0.0          1498925          2     749462.5     749462.5     429247    1069678     452853.1  cuGraphInstantiate                     
      0.0          1395704          2     697852.0     697852.0     473248     922456     317638.0  cuMemAlloc_v2                          
      0.0          1274133        198       6435.0       5600.0       1820      39890       3340.8  cuLaunchKernel                         
      0.0           327666          3     109222.0     139802.0       2960     184904      94748.4  cudaMalloc                             
      0.0           286554         97       2954.2       2350.0       1960      10770       1746.0  cudaEventRecord                        
      0.0           259104          3      86368.0      29160.0      20900     209044     106320.8  cuStreamCreate                         
      0.0           218444          2     109222.0     109222.0     107642     110802       2234.5  cuMemGetInfo_v2                        
      0.0           201208        880        228.6        190.0        140       1990        118.3  cuGetProcAddress_v2                    
      0.0           127775        184        694.4        590.0        480      11280        818.1  cuEventQuery                           
      0.0            99037        493        200.9        160.0        130       1410        114.4  cuStreamGetCaptureInfo_v2              
      0.0            70512         93        758.2        570.0        550      10890       1095.2  cuEventRecord                          
      0.0            57061          7       8151.6       6360.0        760      19060       7316.0  cuLibraryGetKernel                     
      0.0            38021          1      38021.0      38021.0      38021      38021          0.0  cuStreamDestroy                        
      0.0            27631          1      27631.0      27631.0      27631      27631          0.0  cudaFree                               
      0.0            12530         18        696.1        495.0        440       3370        678.3  cudaEventCreateWithFlags               
      0.0            11700          3       3900.0       4250.0       2350       5100       1408.0  cudaFreeAsync_v11020                   
      0.0             9910          2       4955.0       4955.0       4030       5880       1308.1  cudaEventQuery                         
      0.0             9139          2       4569.5       4569.5       4410       4729        225.6  cuStreamEndCapture                     
      0.0             7779          4       1944.8       1059.5        620       5040       2080.9  cuInit                                 
      0.0             7461          2       3730.5       3730.5       1881       5580       2615.6  cuEventCreate                          
      0.0             5551          1       5551.0       5551.0       5551       5551          0.0  cuCtxSetCurrent                        
      0.0             3030          2       1515.0       1515.0       1290       1740        318.2  cuStreamBeginCapture                   
      0.0             1860          2        930.0        930.0        660       1200        381.8  cuGraphGetNodes                        
      0.0             1498          3        499.3        429.0        349        720        195.2  cudaGetDriverEntryPointByVersion_v12050
      0.0              560          2        280.0        280.0        140        420        198.0  cuModuleGetLoadingMode                 

