Generating SQLite file connect_four_alphazero_fused_profile.sqlite from connect_four_alphazero_fused_profile.nsys-rep
Processing [connect_four_alphazero_fused_profile.sqlite] with [/opt/nvidia/nsight-compute/2025.4.1/host/target-linux-x64/reports/cuda_gpu_kern_sum.py]... 

 ** CUDA GPU Kernel Summary (cuda_gpu_kern_sum):

 Time (%)  Total Time (ns)  Instances  Avg (ns)  Med (ns)  Min (ns)  Max (ns)  StdDev (ns)                                                  Name                                                
 --------  ---------------  ---------  --------  --------  --------  --------  -----------  ----------------------------------------------------------------------------------------------------
     18.4       4491726334      70500   63712.4   63392.0     60576     69344       1485.7  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_ed8bbbfa0fa55a73                                          
     17.3       4221050871      70500   59873.1   59744.0     57984     62464        496.1  linalg_matmul_gpu__multistage6A6A6A6A6A6A_e76e835f732fbcd5                                          
     14.7       3599440170      35250  102111.8  102080.0    100128    106272        594.3  mojo_rl_nn_model_conv2d_bn_re6A6A6A6A6A6A_9ec55535630f013e                                          
     10.0       2437343475      35250   69144.5   69120.0     67680     70688        288.3  mojo_rl_nn_model_resblock_con6A6A6A6A6A6A_6d92c70dd9c727c9                                          
      9.8       2401219143       7050  340598.5  340577.0    337665    344033        963.0  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_ac48b78f5fa257c7                                          
      8.0       1954570299       7050  277244.0  274049.0     69857    551394      64830.2  mojo_rl_deep_agents_muzero_gp6A6A6A6A6A6A_4208def868aac6cf                                          
      7.4       1804286732      35250   51185.4   51136.0     49728     53664        528.1  mojo_rl_nn_model_conv2d_bn_re6A6A6A6A6A6A_e11c0031792c49b6                                          
      3.2        789513353       7050  111987.7  107488.5     79200    205088      15327.5  mojo_rl_deep_agents_muzero_gp6A6A6A6A6A6A_64df614ad5598008                                          
      3.0        731339949      77550    9430.6    9440.0      8736     10145        200.5  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_32dae285f68825b8                                          
      1.2        302959734       5590   54196.7   54176.0     53632     54784        143.5  linalg_matmul_gpu__multistage6A6A6A6A6A6A_94388f3a1bae113a                                          
      1.2        290812348       4650   62540.3   62464.0     62240     63200        174.7  linalg_matmul_gpu__multistage6A6A6A6A6A6A_e7365e053c7eabcd                                          
      1.0        241558787       7050   34263.7   34272.0     33888     34624         86.8  mojo_rl_nn_model_conv2d_bn_re6A6A6A6A6A6A_ed089b6dada59442                                          
      0.9        208806041       7050   29617.9   29632.0     28224     30496        300.0  mojo_rl_envs_board_games_conn6A6A6A6A6A6A_48bf1cb7b5129cc9                                          
      0.8        192387659        559  344164.0  344193.0    341377    347553       1050.6  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_8deab0a3b4751c24                                          
      0.5        119071384       7050   16889.6   16865.0     16352     17504        165.1  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_801eda6057281feb                                          
      0.3         83376492       4650   17930.4   17920.0     17728     18241         67.9  linalg_matmul_gpu__multistage6A6A6A6A6A6A_49f36fff765a2237                                          
      0.2         51031025       7050    7238.4    7232.0      6976      7648         73.5  void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align1>(T1::Params)               
      0.2         44637628       5590    7985.3    8000.0      7776      8352         58.9  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_713f1f2c489d7d2a                                          
      0.2         42673692       7050    6053.0    6048.0      5536      6912        127.1  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_7e0370d5c4590d31                                          
      0.2         41890521       7050    5941.9    5952.0      5856      6144         27.8  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_571306bac087712e                                          
      0.1         31093304       2325   13373.5   16320.0      7872     18240       4128.1  mojo_rl_nn_model_resblock_con6A6A6A6A6A6A_a0c2b39a69950098                                          
      0.1         21262841       8074    2633.5    2560.0      2400      4128        324.3  void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_nn_align1>(T1::Params)               
      0.1         21140117       7050    2998.6    3008.0      2912      3232         31.5  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_84761ec1434fb6d1                                          
      0.1         20367201       4650    4380.0    4384.0      4288      4480         28.0  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_36cba0e70c830dea                                          
      0.1         20320574       2325    8740.0    9056.0      6304     10432       1261.1  mojo_rl_nn_model_conv2d_bn_re6A6A6A6A6A6A_17755395c4b90032                                          
      0.1         18102576       2795    6476.8    6496.0      6336      6720         52.0  mojo_rl_nn_model_conv2d_bn_re6A6A6A6A6A6A_69702226dd01e524                                          
      0.1         17493429       2795    6258.8    6144.0      5632      7073        348.6  mojo_rl_nn_model_resblock_con6A6A6A6A6A6A_5ebc7a53846dfea1                                          
      0.1         15504046       7609    2037.6    2016.0      1856      2336         54.4  linalg_gemv_gemv_kernel_DTyp6A6A6A6AcB6A6A_0a74b18cc5ab2303                                         
      0.1         15348099       7050    2177.0    2176.0      2112      2304         18.9  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_60a0cb8bf976babb                                          
      0.1         15233829       2325    6552.2    6752.0      5152      7872        690.4  mojo_rl_nn_model_conv2d_bn_re6A6A6A6A6A6A_3c9381fd884abe29                                          
      0.1         14491565        465   31164.7   31136.0     30592     33344        263.5  mojo_rl_nn_optimizer_adamw_A6A6A6A6A6A6A6A6A_4f358041eb7df047                                       
      0.1         14145352       6149    2300.4    2304.0      2112      2688         80.0  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_499fc9068b4c002c                                          
      0.1         13211909       2795    4727.0    4768.0      4192      5504        209.4  mojo_rl_nn_model_conv2d_bn_re6A6A6A6A6A6A_f662f20b06e4b645                                          
      0.0         11688256      14100     829.0     832.0       768      1184         25.5  mojo_rl_nn_autodiff_fused_ma6A6A6A6A6A6A6A6A_c6324a8de34b6159                                       
      0.0         11373961       5115    2223.6    2208.0      2176      2304         19.6  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_f7497b688263af72                                          
      0.0         11356555       7050    1610.9    1600.0      1472      1984         61.5  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_866380672315aa50                                          
      0.0          9711225       8074    1202.8    1184.0      1088      1760        133.2  void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)0, floa…
      0.0          9545116        559   17075.3   17056.0     16736     17568        170.7  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_914f62bb072f2327                                          
      0.0          8752984       4650    1882.4    1888.0      1568      2464        161.3  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_3bd293a60c2ccb60                                          
      0.0          8493978       7050    1204.8    1184.0      1120      1536         31.9  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_bfee2e3abc0f39dc                                          
      0.0          7193969        465   15470.9   15456.0     15328     15648         50.3  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_6df45e18454bde9d                                          
      0.0          7032433       5115    1374.9    1376.0      1312      1472         18.3  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_e7c8d8ee46ed3067                                          
      0.0          6636853       7050     941.4     928.0       896      1184         21.1  mojo_rl_nn_model_dropout_Dro6A6A6A6A6A6A6A6A_d5dbfdb095efa7e4                                       
      0.0          6621014       7050     939.2     928.0       864      1152         30.4  mojo_rl_nn_autodiff_fused_ma6A6A6A6A6A6A6A6A_1da01752f9eb3368                                       
      0.0          5849423       7050     829.7     832.0       800      1120         16.2  mojo_rl_nn_autodiff_combinato6A6A6A6A6A6A_ee39d518a91cdadf                                          
      0.0          5764051       7050     817.6     832.0       768       960         20.9  mojo_rl_nn_model_dropout_Dro6A6A6A6A6A6A6A6A_3d6b9d3652512dc4                                       
      0.0          5714641       7050     810.6     800.0       768       864         17.2  mojo_rl_nn_autodiff_fused_ma6A6A6A6A6A6A6A6A_6afe34ec4f1eb628                                       
      0.0          5713487       7050     810.4     800.0       768       896         18.7  mojo_rl_nn_autodiff_combinato6A6A6A6A6A6A_49e1d8e83c81db0f                                          
      0.0          5436363       4650    1169.1    1184.0      1120      1376         19.1  std_algorithm_backend_gpu_el6A6A6A6A6A6A6A6A_2826667d3940922e                                       
      0.0          3708851        465    7976.0    7968.0      7552      8128         61.9  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_fb2bbc866ee294a1                                          
      0.0          3411049        465    7335.6    7296.0      6784      8736        369.0  mojo_rl_nn_model_conv2d_bn_re6A6A6A6A6A6A_07c1344178a9acef                                          
      0.0          3387119        465    7284.1    7296.0      7232      7360         25.4  linalg_matmul_gpu__multistage6A6A6A6A6A6A_4267694146234752                                          
      0.0          3169446       2325    1363.2    1376.0      1312      1408         18.5  mojo_rl_nn_model_resblock_con6A6A6A6A6A6A_2cb4e99d413b1baf                                          
      0.0          2168901        465    4664.3    4672.0      4608      4864         29.8  mojo_rl_nn_model_conv2d_bn_re6A6A6A6A6A6A_e01363c150a3e680                                          
      0.0          1741922        559    3116.1    3072.0      3008      3488        103.5  void cutlass::Kernel2<cutlass_80_simt_sgemm_128x32_8x5_tn_align1>(T1::Params)                       
      0.0          1695653        465    3646.6    3648.0      3616      3712         18.2  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_b3ccce96e5fded21                                          
      0.0          1584291        465    3407.1    3392.0      3296      3616         53.8  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_49dde17528ff3c57                                          
      0.0          1495652         94   15911.2   15968.0     12704     17152        760.9  mojo_rl_envs_board_games_conn6A6A6A6A6A6A_1ae297e242d60109                                          
      0.0          1408392        465    3028.8    3040.0      2912      3200         40.3  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_a11eb93efe5d5fbd                                          
      0.0          1208197        465    2598.3    2592.0      2432      2944         69.1  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_ad5e831fa1d58b85                                          
      0.0          1079684        465    2321.9    2336.0      2304      2496         20.7  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_d98e796f3df31bb0                                          
      0.0           985667        465    2119.7    2112.0      2048      2368         46.9  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_81af32c088e59629                                          
      0.0           979718        465    2106.9    2080.0      2016      2368         49.8  mojo_rl_deep_agents_alphazero6A6A6A6A6A_37f90d012e457882                                            
      0.0           945795         94   10061.6   10048.0      9824     10400        119.6  mojo_rl_deep_agents_muzero_gp6A6A6A6A6A6A_395bf7aea7670299                                          
      0.0           922629       1118     825.2     832.0       768       928         20.9  mojo_rl_nn_autodiff_fused_ma6A6A6A6A6A6A6A6A_a98740954773fb8a                                       
      0.0           783494        465    1684.9    1696.0      1664      1824         21.2  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_fcfd8c5d04504c54                                          
      0.0           757378        559    1354.9    1344.0      1312      1408         16.9  mojo_rl_nn_autodiff_primitive6A6A6A6A6A6A_f7c8754b6b6a03c5                                          
      0.0           750786        465    1614.6    1600.0      1568      1792         21.3  mojo_rl_nn_autodiff_fused_ma6A6A6A6A6A6A6A6A_264ddf80b590eb93                                       
      0.0           732321        465    1574.9    1568.0      1536      1664         18.6  mojo_rl_nn_autodiff_fused_ma6A6A6A6A6A6A6A6A_d9e8a95e410792c0                                       
      0.0           704064        465    1514.1    1504.0      1472      1728         23.6  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_7f0503254eda7a62                                          
      0.0           631552        465    1358.2    1344.0      1312      1376         16.2  mojo_rl_nn_model_linear_bn_re6A6A6A6A6A6A_a54bd03c2b2c66d9                                          
